pg_stat_all_tables,22,autoanalyze_count,bigint
pg_stat_xact_all_tables,1,relid,oid
pg_stat_xact_all_tables,2,schemaname,name
pg_stat_xact_all_tables,3,relname,name
pg_stat_xact_all_tables,4,seq_scan,bigint
pg_stat_xact_all_tables,5,seq_tup_read,bigint
pg_stat_xact_all_tables,6,idx_scan,bigint
pg_stat_xact_all_tables,7,idx_tup_fetch,bigint
pg_stat_xact_all_tables,8,n_tup_ins,bigint
pg_stat_xact_all_tables,9,n_tup_upd,bigint
pg_stat_xact_all_tables,10,n_tup_del,bigint
pg_stat_xact_all_tables,11,n_tup_hot_upd,bigint
pg_stat_sys_tables,1,relid,oid
pg_stat_sys_tables,2,schemaname,name
pg_stat_sys_tables,3,relname,name
pg_stat_sys_tables,4,seq_scan,bigint
pg_stat_sys_tables,5,seq_tup_read,bigint
pg_stat_sys_tables,6,idx_scan,bigint
pg_stat_sys_tables,7,idx_tup_fetch,bigint
pg_stat_sys_tables,8,n_tup_ins,bigint
pg_stat_sys_tables,9,n_tup_upd,bigint
pg_stat_sys_tables,10,n_tup_del,bigint
pg_stat_sys_tables,11,n_tup_hot_upd,bigint
pg_stat_sys_tables,12,n_live_tup,bigint
pg_stat_sys_tables,13,n_dead_tup,bigint
pg_stat_sys_tables,14,n_mod_since_analyze,bigint
pg_stat_sys_tables,15,last_vacuum,timestamp with time zone
pg_stat_sys_tables,16,last_autovacuum,timestamp with time zone
pg_stat_sys_tables,17,last_analyze,timestamp with time zone
pg_stat_sys_tables,18,last_autoanalyze,timestamp with time zone
pg_stat_sys_tables,19,vacuum_count,bigint
pg_stat_sys_tables,20,autovacuum_count,bigint
pg_stat_sys_tables,21,analyze_count,bigint
pg_stat_sys_tables,22,autoanalyze_count,bigint
pg_stat_xact_sys_tables,1,relid,oid
pg_stat_xact_sys_tables,2,schemaname,name
pg_stat_xact_sys_tables,3,relname,name
pg_stat_xact_sys_tables,4,seq_scan,bigint
pg_stat_xact_sys_tables,5,seq_tup_read,bigint
pg_stat_xact_sys_tables,6,idx_scan,bigint
pg_stat_xact_sys_tables,7,idx_tup_fetch,bigint
pg_stat_xact_sys_tables,8,n_tup_ins,bigint
pg_stat_xact_sys_tables,9,n_tup_upd,bigint
pg_stat_xact_sys_tables,10,n_tup_del,bigint
pg_stat_xact_sys_tables,11,n_tup_hot_upd,bigint
pg_stat_user_tables,1,relid,oid
pg_stat_user_tables,2,schemaname,name
pg_stat_user_tables,3,relname,name
pg_stat_user_tables,4,seq_scan,bigint
pg_stat_user_tables,5,seq_tup_read,bigint
pg_stat_user_tables,6,idx_scan,bigint
pg_stat_user_tables,7,idx_tup_fetch,bigint
pg_stat_user_tables,8,n_tup_ins,bigint
pg_stat_user_tables,9,n_tup_upd,bigint
pg_stat_user_tables,10,n_tup_del,bigint
pg_stat_user_tables,11,n_tup_hot_upd,bigint
pg_stat_user_tables,12,n_live_tup,bigint
pg_stat_user_tables,13,n_dead_tup,bigint
pg_stat_user_tables,14,n_mod_since_analyze,bigint
pg_stat_user_tables,15,last_vacuum,timestamp with time zone
pg_stat_user_tables,16,last_autovacuum,timestamp with time zone
pg_stat_user_tables,17,last_analyze,timestamp with time zone
pg_stat_user_tables,18,last_autoanalyze,timestamp with time zone
pg_stat_user_tables,19,vacuum_count,bigint
pg_stat_user_tables,20,autovacuum_count,bigint
pg_stat_user_tables,21,analyze_count,bigint
pg_stat_user_tables,22,autoanalyze_count,bigint
pg_stat_xact_user_tables,1,relid,oid
pg_stat_xact_user_tables,2,schemaname,name
pg_stat_xact_user_tables,3,relname,name
pg_stat_xact_user_tables,4,seq_scan,bigint
pg_stat_xact_user_tables,5,seq_tup_read,bigint
pg_stat_xact_user_tables,6,idx_scan,bigint
pg_stat_xact_user_tables,7,idx_tup_fetch,bigint
pg_stat_xact_user_tables,8,n_tup_ins,bigint
pg_stat_xact_user_tables,9,n_tup_upd,bigint
pg_stat_xact_user_tables,10,n_tup_del,bigint
pg_stat_xact_user_tables,11,n_tup_hot_upd,bigint
pg_statio_all_tables,1,relid,oid
